market_acceptance,stability_of_demand,trend_of_demand,potential_market,label,product_idea
40.00,-80.00,11.92,23,0,steak house
40.54,15.00,12.00,24,1,grapefruit juice
40.17,3086.67,11.83,511,1,utensil
40.00,20.00,12.00,20,1,fruit basket flower shop
40.46,-80.00,11.75,41,0,drug store
40.00,20.00,12.00,20,1,alcohol shop
40.05,42.58,11.08,181,1,flyer
40.20,-40.00,12.25,52,0,fastfood
40.50,50.63,6.25,1655,1,webinar
40.04,1120.00,12.00,35,1,health program
40.51,20.00,12.17,23,1,vegetable store
40.00,20.00,12.00,20,1,rehabilitariong area
39.45,15.00,12.08,24,1,shock absorber
40.00,20.00,12.00,20,1,internet service provier
40.18,20.00,11.42,107,1,greenhouse
39.79,-80.00,11.67,164,0,healthcare facility
40.24,53.33,11.92,69,1,blood donation
40.00,20.00,12.00,20,1,cook school
40.00,20.00,12.00,20,1,healt protocol
40.00,20.00,12.00,20,1,frocery store
40.00,20.00,12.00,20,1,facemask face shield
40.00,20.00,12.00,20,1,musc album
39.94,-80.00,12.17,22,0,low shop
40.75,15.00,12.00,71,1,online ticket
40.00,20.00,12.00,20,1,pinoy dish
40.00,20.00,12.00,20,1,candle scent
40.45,-46.67,12.25,30,0,lychee
40.00,20.00,12.00,20,1,that is cream machine
40.29,20.00,12.00,24,1,franchising
40.24,-56.47,15.17,263,0,bond paper
40.00,20.00,12.00,20,1,offee shop bakery
40.19,620.00,13.17,123,1,headset
40.56,-30.00,11.83,24,0,console game
40.45,15.00,12.08,25,1,training center
39.97,20.00,12.00,27,1,book store
40.00,15.00,12.08,20,1,kitchen cabinet
40.21,-30.00,11.92,21,0,cable wire
40.39,-48.70,3.08,827,0,bookmark
40.32,40.00,11.67,185,1,seminar
40.00,20.00,12.00,20,1,alcohol store
39.83,-60.00,11.67,31,0,banana fish
40.00,20.00,12.00,20,1,coffee cookie
40.51,20.00,12.08,28,1,photo studio
40.42,20.00,11.25,106,1,sunblock
39.92,15.00,12.00,21,1,sugar cube
40.05,15.00,12.25,30,1,coffee machine
40.00,20.00,12.00,20,1,voffee
40.77,15.00,12.00,20,1,gift code
40.00,20.00,12.00,20,1,ticket system
40.60,20.00,12.17,24,1,tookit
40.23,222.94,57.67,4858,1,health protocol
40.00,20.00,12.00,20,1,heallth protocol
40.00,20.00,12.00,20,1,insurance online payment
40.23,-80.00,11.83,20,0,music instrument
40.00,20.00,12.00,20,1,graphic card
40.00,20.00,12.00,20,1,garden school supply
40.41,177.14,12.00,124,1,mobile game
40.41,50.77,12.58,296,1,balloon
40.09,20.00,12.00,23,1,bookshelf
40.00,20.00,12.00,20,1,rice omelette
40.09,-5.00,11.50,117,0,antigen
40.36,-41.90,11.42,81,0,smoothie
40.26,-48.42,3.33,971,0,seafood
40.20,-13.33,11.50,324,0,tracker
40.08,32.00,19.83,800,1,charger
40.00,20.00,12.00,20,1,parking lot aircon
40.00,20.00,12.00,20,1,cofffee shop phone
40.39,-13.33,11.75,33,0,stapler
40.00,20.00,12.00,20,1,loan renewall
39.47,15.00,12.00,21,1,internet shop
40.16,15.00,12.00,32,1,tape measure
40.00,20.00,12.00,20,1,laptop phone
40.27,-40.00,11.67,25,0,eyeshield
40.32,-27.62,10.42,163,0,violin
40.20,-40.00,12.25,52,0,fastfood
40.22,-31.04,6.83,1244,0,pancit
40.00,20.00,12.00,20,1,bracelete
40.33,3.50,4.67,2483,0,bake
40.15,120.00,11.92,34,1,icebox
40.38,-30.00,11.92,21,0,milkfridge
40.00,20.00,12.00,20,1,nature park
40.63,70.00,12.25,71,1,linen spray
40.33,26.25,11.25,138,1,sunscreen
40.00,20.00,12.00,20,1,lasagna cooker
40.00,20.00,12.00,20,1,yacth shop
40.00,20.00,12.00,20,1,tuna butter
40.06,-53.17,8.67,208,0,computer shop
40.00,20.00,12.00,20,1,card magic
40.87,15.00,12.00,21,1,shaving cream
40.00,20.00,12.00,20,1,technology maintenance
40.26,26.25,22.17,4894,1,stock
39.82,15.00,12.00,22,1,mobile application
40.36,24.35,10.67,510,1,blanket
40.30,-40.00,8.33,456,0,printer
40.04,15.00,12.00,21,1,phone strap
40.00,20.00,12.00,20,1,gem shop
40.00,20.00,12.00,20,1,shawarma milktea
40.00,20.00,12.00,20,1,online payment online booking
40.00,20.00,12.00,20,1,rubik cube
40.00,20.00,12.00,20,1,ologne music album
40.00,20.00,12.00,20,1,shanghai lugaw
40.00,20.00,12.00,20,1,restaurant bakery school supply
40.27,-9.55,10.58,3946,0,farm
40.00,20.00,12.00,20,1,customer service phone
40.12,-15.29,9.75,497,0,toilet
39.99,189.23,12.33,186,1,router
40.00,20.00,12.00,20,1,wearhouse
40.00,20.00,12.00,20,1,speaker lamp
40.60,20.00,12.00,20,1,public restroom
40.00,20.00,12.00,20,1,skinare product
40.00,20.00,12.00,20,1,phone telephone
40.00,20.00,12.00,20,1,bicycle shop
40.34,20.00,11.75,36,1,bagel
40.00,20.00,12.00,20,1,clothng
40.31,-80.00,12.00,20,0,christmas card
40.00,20.00,12.00,20,1,resort casino
40.00,20.00,12.00,20,1,bakery cake shop
39.66,-80.00,11.92,20,0,cook recipe
40.00,20.00,12.00,20,1,bookmark postcard
40.34,370.00,12.00,25,1,longanisa
40.17,186.67,11.92,28,1,payment system
40.00,20.00,12.00,20,1,potato nugget
40.21,15.00,12.00,20,1,potato skin
40.00,20.00,12.00,20,1,laptop dessert
40.00,20.00,12.00,20,1,lapotp
40.32,20.00,12.42,110,1,webcam
40.28,15.00,12.00,49,1,fast food restaurant
40.30,-42.50,11.33,32,0,laptop table
40.95,15.00,12.00,22,1,guitar shop
40.18,-46.67,11.75,32,0,handkerchief
40.00,20.00,12.00,20,1,baked sushi phone
40.11,20.00,12.17,50,1,handbag
40.19,-71.37,-22.08,2207,0,passport
40.00,20.00,12.00,20,1,cristma gift
40.36,20.00,12.08,20,1,elecrion
40.34,1320.00,20.08,1897,1,bitcoin
40.00,20.00,12.00,20,1,cook utensil
40.00,20.00,12.00,20,1,facemask face shield seminar
40.00,20.00,12.00,20,1,sport club
40.00,20.00,12.00,20,1,phone internet service provider
40.28,-58.45,5.83,1098,0,tablet
40.00,20.00,12.00,20,1,yakult marshmallow
40.00,20.00,12.00,20,1,cooking contest
40.66,15.00,12.75,53,1,greeting card
40.00,20.00,12.00,20,1,stuff toy store
40.00,20.00,12.00,20,1,beach resort park
40.00,20.00,12.00,20,1,refridgerator
40.23,-30.00,10.75,3105,0,carpet
40.00,20.00,12.00,20,1,cake shop bakery
40.00,20.00,12.00,20,1,arrozaldo
40.21,15.00,12.08,21,1,seafood restaurant
40.00,20.00,12.00,20,1,face shield facemask
40.00,20.00,12.00,20,1,modem router
40.47,20.00,11.92,21,1,bake shop
40.00,20.00,12.00,20,1,vend machine
40.00,20.00,12.00,20,1,feed program
40.33,-46.67,12.00,42,0,blender
40.00,20.00,12.00,20,1,bread cream
40.00,20.00,12.00,20,1,facema face shield
40.00,20.00,12.00,20,1,shake cheesecake
40.00,20.00,12.00,20,1,restarant
40.00,20.00,12.00,20,1,clickart studio
40.50,20.00,12.00,22,1,balley
40.00,20.00,12.00,20,1,shoe sock
40.00,20.00,12.00,20,1,online shopping clothing
40.00,20.00,12.00,20,1,facemask department store
40.00,20.00,12.00,20,1,that is cream seafood
40.36,170.00,12.25,125,1,cooking show
40.21,30.42,11.08,891,1,noodle
40.00,20.00,12.00,20,1,milktea cafe
40.00,20.00,12.00,20,1,cafe sandwich
40.39,-8.19,20.33,15965,0,concert
40.00,20.00,12.00,20,1,online calss
40.61,105.71,12.08,83,1,comforter
40.38,15.00,12.08,21,1,saxophone
40.00,15.00,12.00,26,1,lechon bagnet
40.32,25.26,12.67,187,1,blueberry
40.00,20.00,12.00,20,1,laptop keyboard
40.28,-27.15,-6.42,2201,0,bread
40.39,58.82,19.67,1850,1,candle
40.29,-80.00,11.92,20,0,hair conditioner
40.00,20.00,12.00,20,1,sanwich
40.00,-80.00,11.92,20,0,chicken buffalo wing
40.18,3.33,12.58,153,0,sneaker
40.00,20.00,12.00,20,1,restaurant milktea
40.28,133.89,10.58,492,1,curry
40.15,-80.00,11.92,20,0,clothie
40.00,20.00,12.00,20,1,lubricant facemask
40.00,20.00,12.00,20,1,pebble flower
40.26,-46.67,11.75,25,0,coconut shell
40.78,15.00,12.00,22,1,eyelid cream
40.00,20.00,12.00,20,1,transaltor
40.18,15.00,12.00,49,1,oatmilk
40.00,15.00,12.00,25,1,lauriat
40.00,20.00,12.00,20,1,coconut jelly
40.21,44.20,-4.42,2963,0,jar
40.44,634.29,10.83,945,1,birthday cake
40.25,45.08,18.00,8367,1,gun
40.00,20.00,12.00,20,1,janken tournament
40.00,20.00,12.00,20,1,chocolate strawberry
40.06,0.00,11.75,136,0,chicken sandwich
40.00,20.00,12.00,20,1,facial product
40.00,20.00,12.00,20,1,orange mango
40.00,20.00,12.00,20,1,film shop
40.00,20.00,12.00,20,1,facemask face shield
40.47,120.00,12.42,32,1,korean food
40.00,20.00,12.00,20,1,milkeshake
40.33,15.00,12.08,25,1,milktea shop
40.00,20.00,12.00,20,1,coin purse
40.00,20.00,12.00,20,1,milk shop
40.00,20.00,12.00,20,1,chopsitck
40.00,20.00,12.00,20,1,accessory shop
40.00,20.00,12.00,20,1,bakery cafe
40.00,20.00,12.00,20,1,music albyn
40.90,15.00,12.00,20,1,rubber keychain
40.36,-80.00,11.92,23,0,earre
40.29,13.54,-7.00,57873,0,watch
40.22,123.28,13.08,1154,1,loan
40.26,-7.42,10.08,766,0,pancake
40.28,-2.21,80.25,233957,0,ring
40.25,144.00,12.00,235,1,sofa
40.48,-30.00,12.08,24,0,piggy bank
40.36,-46.67,11.00,86,0,miki
40.34,-16.36,11.42,121,0,yogurt
40.22,-57.33,6.75,854,0,console
40.00,20.00,12.00,20,1,tech store
40.77,15.00,12.00,24,1,penis enhancer
40.17,-80.00,12.17,33,0,sampaloc
40.22,46.74,20.83,4356,1,chair
40.69,-80.00,11.42,50,0,music store
40.26,20.00,12.25,34,1,department store
40.21,7.80,28.92,1751,0,cabinet
40.39,-78.67,-176.75,7825,0,glove
40.19,52.00,13.83,1998,1,shake
40.00,20.00,12.00,20,1,lubricant facemask
40.00,20.00,12.00,20,1,online shopping credit card
40.00,20.00,12.00,20,1,kiss booth
40.00,20.00,12.00,20,1,phone tv series
40.24,16.61,10.67,651,1,soup
40.00,20.00,12.00,20,1,korean alcohol
40.44,634.29,10.83,945,1,birthday cake
40.00,20.00,12.00,20,1,cake shop online delivery
40.00,20.00,12.00,20,1,clothing grocery store
40.37,-67.23,9.17,470,0,earbud
40.00,20.00,12.00,20,1,candle shop music album
40.00,20.00,12.00,20,1,phone restaurant
40.00,20.00,12.00,20,1,lubricant online shipping
40.00,20.00,12.00,20,1,beach resort garden
40.00,20.00,12.00,20,1,phone earbud
40.26,51.61,-46.83,40842,0,mask
40.00,20.00,12.00,20,1,skincare product online appointment
40.22,-55.00,11.92,39,0,grenade
40.57,-80.00,11.92,20,0,pakr
40.42,-55.00,11.50,70,0,trinket
40.00,20.00,12.00,20,1,knife shop
40.33,120.00,11.92,37,1,chocolate crinkle
40.27,-5.00,9.08,19920,0,boat
40.16,20.00,11.92,23,1,pawnshop
40.09,320.00,12.00,128,1,knuckle
40.51,-46.67,12.00,27,0,gift shop
39.15,15.00,12.00,20,1,strawberry farm
40.35,220.00,12.08,26,1,golf club
40.00,15.00,12.00,22,1,tattoo studio
40.00,20.00,12.00,20,1,alarm clokc
40.00,20.00,12.00,20,1,buffet milktea
40.00,20.00,12.00,20,1,sport center
40.00,20.00,12.00,20,1,cafe restaurant
40.00,20.00,12.00,20,1,keyboard mouse
40.00,20.00,12.00,20,1,chemical product
40.00,20.00,12.00,20,1,spray paint marker
40.00,20.00,12.00,20,1,skate shoe
40.00,20.00,12.00,20,1,sketchbook watercolor
40.39,-1.74,11.92,161,0,sketchbook
40.77,20.00,12.08,29,1,food supplement
40.00,20.00,12.00,20,1,organ selling
40.00,20.00,12.00,20,1,reality center
40.12,15.00,12.00,22,1,healthcard
40.18,70.00,12.75,67,1,waffle
40.00,20.00,12.00,20,1,skincare product makeup
40.00,20.00,12.00,20,1,cooking equipment
40.68,20.00,12.08,20,1,vitamine
40.33,-13.76,4.92,1856,0,investment
40.00,20.00,12.00,20,1,cable company
40.00,20.00,12.00,20,1,book tape
40.00,20.00,12.00,20,1,masagna
40.10,-22.86,15.67,281,0,lollipop
40.57,-5.00,11.75,46,0,pasalubong
40.00,20.00,12.00,20,1,semianr
40.00,20.00,12.00,20,1,cake bakery
40.93,15.00,12.00,20,1,orchidarium
40.41,20.00,11.25,109,1,longganisa
40.75,282.50,12.83,1186,1,birthday gift
40.29,15.00,12.17,22,1,meter stick
40.00,20.00,12.00,20,1,dessert pizza
40.00,20.00,12.00,20,1,moveis
40.00,20.00,12.00,20,1,clay machine
40.28,205.96,22.17,4519,1,latte
40.00,20.00,12.00,20,1,medicine drug store
40.45,34.29,17.75,728,1,cupcake
39.47,20.00,12.00,24,1,organ donation
40.00,20.00,12.00,20,1,cinema museum
40.00,20.00,12.00,20,1,movie tv series
40.26,58.89,11.33,105,1,crinkle
40.00,20.00,12.00,20,1,headphone headset
40.24,16.55,13.00,1378,1,headphone
40.21,-80.00,11.92,20,0,nestea
40.21,-5.00,11.42,199,0,scissor
40.36,-13.33,12.33,101,0,skincare product
40.00,20.00,12.00,20,1,skincare product facemask
40.00,20.00,12.00,20,1,milktea coffee
40.00,20.00,12.00,20,1,airpod headset
40.13,15.00,12.08,22,1,planetarium
40.24,16.55,13.00,1378,1,headphone
40.00,20.00,12.00,20,1,moive
40.00,20.00,12.00,20,1,haedband
40.00,20.00,12.00,20,1,cafe beer
40.28,15.00,12.00,26,1,table tennis
40.00,20.00,12.00,20,1,coffee online class
40.18,6.49,13.17,297,0,earphone
40.00,20.00,12.00,20,1,shhoe
40.00,20.00,12.00,20,1,card board
40.00,20.00,12.00,20,1,tattoo pierce
40.00,20.00,12.00,20,1,cookie frappe
40.00,20.00,12.00,20,1,shoe drink
40.44,-80.00,10.58,659,0,water delivery
40.18,8.68,8.33,4227,0,email
40.47,-17.50,27.92,1233,0,showbiz
40.16,43.08,12.00,273,1,corporation
40.00,20.00,12.00,20,1,mental health clinic
40.35,300.08,32.92,5431,1,writer
40.92,-80.00,11.92,21,0,campsite
40.00,20.00,12.00,20,1,auto shop
40.23,-22.19,12.08,748,0,coconut
40.00,20.00,12.00,20,1,party supply
40.00,20.00,12.00,20,1,game court
40.45,-22.86,11.58,52,0,dojo
40.00,20.00,12.00,20,1,virtual assistance
40.00,20.00,12.00,20,1,healthcare supply
40.00,20.00,12.00,20,1,image generator
40.00,20.00,12.00,20,1,employment agency
40.03,15.00,12.08,30,1,traffic management
40.25,32.30,9.00,6885,1,massage
40.45,20.00,12.58,47,1,community service
39.93,-30.00,18.92,510,0,asylum
40.00,20.00,12.00,20,1,energy corportaiton
40.00,20.00,12.00,20,1,networlk provider
40.74,20.00,12.00,20,1,customer assistance
40.16,-3.08,10.00,837,0,airport
40.28,652.50,9.08,1085,1,street food
40.29,170.00,11.92,80,1,theme park
40.00,20.00,12.00,20,1,liqour store
40.36,-80.00,11.92,24,0,hardware store
40.00,20.00,12.00,20,1,gadget store
40.00,20.00,12.00,20,1,intenet service provider
40.00,20.00,12.00,20,1,network center
40.29,-21.07,4.92,656,0,gadget
40.00,20.00,12.00,20,1,stree food
40.22,44.66,10.50,628,1,construction
39.95,120.00,14.25,172,1,toy store
40.13,20.00,12.00,20,1,legal adviser
40.12,58.31,7.25,40477,1,account
40.04,80.00,11.92,40,1,babysitte
40.00,20.00,12.00,20,1,load provider
40.16,-21.67,11.75,127,0,subdivision
40.85,15.00,12.67,32,1,gift card
40.18,420.00,11.92,33,1,dipper
40.59,-67.50,11.75,45,0,play store
40.27,60.00,12.25,47,1,playtime
40.34,37.33,-1.00,4844,0,pill
40.36,-18.46,11.58,77,0,life insurance
40.00,20.00,12.00,20,1,team office
40.21,-55.00,11.75,28,0,boarding house
40.27,17.80,10.83,1559,1,website
40.23,41.35,6.92,5998,1,glass
40.46,20.00,12.00,21,1,study hub
40.00,20.00,12.00,20,1,coffe shop
40.00,20.00,12.00,20,1,energy corportation
40.00,20.00,12.00,20,1,beer house
40.08,0.58,-28.00,3666,0,anime
40.41,238.90,-218.33,127824,0,health
40.19,-47.05,-166.17,47767,0,news
40.08,-50.37,504.58,26548,0,vaccination
40.28,-13.75,-6.92,12980,0,network
40.33,40.55,-5.50,26816,0,business
40.44,14.19,18.25,2101,0,singe
40.36,15.00,12.17,24,1,firefighting
40.71,20.00,12.08,20,1,travel agency
40.00,20.00,12.00,20,1,traffic managment
40.23,11.58,13.75,9233,0,research
40.35,-17.17,7.50,617,0,novel
40.19,781.56,88.42,22435,1,author
40.33,39.96,183.25,20982,1,season
40.02,227.92,-34.75,5788,0,tester
40.10,132.12,34.50,5509,1,narrative
40.24,21.78,12.50,1818,1,gaming
40.25,-20.17,-5.67,16130,0,store
40.11,15.00,12.00,20,1,water district
39.66,15.00,12.00,20,1,virtual assistant
40.17,15.00,12.08,21,1,music teacher
40.44,14.98,-1.00,18558,0,channel
40.28,-18.46,6.92,1446,0,competition
40.31,114.44,11.83,197,1,real estate
40.34,411.36,8.92,115732,1,project
40.00,20.00,12.00,20,1,edit software
40.00,20.00,12.00,20,1,tory store
40.48,20.00,11.83,23,1,network provider
40.43,-3.24,-74.17,21182,0,artist
40.38,-3.49,-48.33,71035,0,song
40.00,20.00,12.00,20,1,mental clinic
40.17,136.67,12.33,196,1,fast food
40.00,20.00,12.00,20,1,architectural firm
40.54,-73.33,10.75,58,0,masage
40.28,-68.34,-561.75,19649,0,band
40.04,141.05,11.75,95,1,online bank
40.49,53.33,12.00,129,1,online store
40.29,-21.07,4.92,656,0,gadget
40.00,20.00,12.00,20,1,social networking platform
40.08,20.00,11.50,78,1,story book
40.28,40.16,-0.17,24440,0,game
40.39,70.00,12.67,299,1,merchandise
40.23,-59.41,9.83,10641,0,resin
40.24,-0.08,33.42,6439,0,market
40.46,27.48,64.33,49577,1,play
40.29,420.00,12.25,32,1,plumb
40.19,24.70,7.92,6601,1,bank
40.34,-60.00,12.50,180,0,newsroom
40.43,1134.29,32.17,3599,1,gameboy
40.40,-5.58,82.83,16299,0,album
40.21,-58.50,-641.25,85994,0,video
40.24,38.00,9.58,168,1,playoff
40.30,41.05,12.83,333,1,content creator
40.15,-17.50,24.17,2893,0,healthcare
40.00,20.00,12.00,20,1,energy corportaion
40.84,20.00,12.00,23,1,television show
40.19,-65.98,-26.92,2688,0,religion
40.00,20.00,12.00,20,1,social medium platform
39.49,20.00,12.08,20,1,travel tour
40.33,339.61,42.17,3617,1,blog
39.75,100.00,11.58,71,1,information office
40.64,-80.00,11.92,21,0,detective agency
40.29,34.48,33.00,14592,1,movie
40.80,20.00,11.92,24,1,wall decor
40.21,126.49,9.08,1561,1,university
40.25,-73.40,-124.75,20846,0,security
40.39,8.67,22.75,4960,0,army
40.22,57.99,-61.33,35608,0,history
40.52,140.00,12.17,98,1,lottery
40.00,20.00,12.00,20,1,call center agency
40.22,-9.90,-29.58,21491,0,water
40.42,-62.59,-512.83,65445,0,music
39.20,20.00,12.00,20,1,night club
40.27,30.53,10.33,669,1,library
40.27,-46.43,-4.67,2047,0,grocery
40.38,-3.82,-9.50,4477,0,studio
40.20,148.57,10.92,184,1,supermarket
40.00,20.00,12.00,20,1,necklace purifier
40.42,7186.67,11.83,398,1,neck pillow
40.00,20.00,12.00,20,1,jewelry shop
40.94,20.00,12.00,21,1,food recipe
40.00,20.00,12.00,20,1,neck purifier
40.00,20.00,12.00,20,1,sisig burger
40.00,20.00,12.00,20,1,online reservation
40.00,15.00,12.00,21,1,fruitea
40.96,20.00,12.00,21,1,film studio
40.00,20.00,12.00,20,1,lemon shop
40.26,40.46,-16.08,86390,0,car
40.09,15.00,12.08,22,1,watershed
39.94,-30.00,11.75,231,0,refinery
40.39,-77.59,-73.33,6936,0,newspaper
40.00,20.00,12.00,20,1,pill drug
40.00,20.00,12.00,20,1,record store
40.88,15.00,12.00,30,1,pinikpikan
40.00,20.00,12.00,20,1,pizza burger
40.28,9.81,8.42,1334,0,juice
40.00,20.00,12.00,20,1,restoraunt
40.00,20.00,12.00,20,1,tricycle shop
40.18,-4.81,-0.92,10314,0,cream
40.00,20.00,12.00,20,1,lptop
40.34,26.67,11.75,113,1,whiskey
40.30,3.71,7.50,1463,0,butter
40.32,-69.33,-558.33,12620,0,pepper
40.28,10.00,11.42,42,0,condominium
39.76,120.00,11.92,21,1,supply shop
40.00,20.00,12.00,20,1,online reservation
40.00,20.00,12.00,20,1,facemask clothing
40.00,20.00,12.00,20,1,butterschotch
40.00,20.00,12.00,20,1,music album christmas gift
40.27,-36.52,10.67,155,0,buko
40.26,-27.68,4.67,1446,0,bucket
40.00,20.00,12.00,20,1,hanbin shop
40.20,-80.00,11.83,46,0,poultry
40.10,220.00,12.00,25,1,dormitory
40.37,27.69,10.92,135,1,dragon fruit
40.30,-40.00,8.33,456,0,printer
40.00,20.00,12.00,20,1,scholarship licensure
40.22,15.00,12.08,28,1,sesame seed
40.00,20.00,12.00,20,1,dessert coffee
40.00,20.00,12.00,20,1,ariline
40.54,15.00,12.00,20,1,chicken rendang
40.00,20.00,12.00,20,1,have craft
40.28,10.91,12.33,152,0,dumpling
39.68,72.17,11.92,268,1,illegal drug
40.30,13.33,25.08,1148,0,winter
40.00,20.00,12.00,20,1,snowbird
40.00,20.00,12.00,20,1,promdi shop
40.00,20.00,12.00,20,1,crocery store
40.37,-30.00,11.83,26,0,rice meal
40.00,20.00,12.00,20,1,basketball mma
40.23,41.35,6.92,5998,1,glass
40.26,6.21,12.42,339,0,condom
40.02,15.00,12.42,58,1,online appointment
40.00,20.00,12.00,20,1,snow cone
40.00,20.00,12.00,20,1,film stuido
40.00,20.00,12.00,20,1,chicken wing hotdog
40.26,-13.33,12.33,175,0,couch
40.00,-80.00,11.92,22,0,online date
40.00,20.00,12.08,21,1,liquor store
40.30,45.00,13.00,264,1,mayonnaise
40.00,20.00,12.00,20,1,swim pool candle
40.76,-80.00,11.83,23,0,birthday candle
40.00,20.00,12.00,20,1,bedsheet pillowcase
40.25,25.95,1.42,12666,1,drink
40.25,126.25,12.17,316,1,shampoo
40.00,20.00,12.08,21,1,fastfood restaurant
40.00,20.00,12.00,20,1,smoothie beach resort
39.65,20.00,12.00,21,1,pinball
40.29,-80.00,11.92,20,0,hair conditioner
40.43,36.67,11.50,41,1,pillow case
40.14,-68.89,10.33,186,0,parking lot
40.60,106.67,12.25,262,1,voucher
40.31,25.26,27.50,1850,1,snack
40.02,15.00,12.42,58,1,online appointment
40.00,20.00,12.00,20,1,makeup facema
40.00,20.00,12.00,20,1,gasonline
40.50,20.00,11.92,22,1,engagement ring
40.00,20.00,12.00,20,1,musial instrument
40.00,20.00,12.00,20,1,restaurant customer service
40.00,20.00,12.00,20,1,coffe maker
40.00,20.00,12.00,20,1,shoe restaurant
40.33,15.00,12.00,41,1,jump rope
40.42,33.79,13.08,540,1,tournament
40.33,120.00,12.67,88,1,bathtub
40.45,-37.14,11.67,50,0,photo album
40.00,20.00,12.00,20,1,jewelry store
40.71,50.38,241.25,29579,1,gift
40.00,20.00,12.00,20,1,boostore
40.22,120.00,12.00,21,1,electricfan
40.29,120.00,12.08,36,1,quesadilla
40.00,20.00,12.00,20,1,online shipment
40.26,-27.68,4.67,1446,0,bucket
40.08,-9.89,-215.67,18917,0,election
40.00,20.00,12.00,20,1,cafe phone
40.21,720.00,12.42,73,1,cotton candy
40.00,20.00,12.00,20,1,cable store
40.78,-65.71,11.00,64,0,beauty product
40.28,-2.21,80.25,233957,0,ring
40.36,15.00,13.08,113,1,badminton
40.00,20.00,12.00,20,1,tailor shop
40.53,62.86,44.08,2220,1,charity
40.00,20.00,12.00,20,1,cafe pizza
40.00,20.00,12.00,20,1,burrfet
40.20,120.00,12.08,22,1,chocolate mousse
40.10,47.27,12.17,267,1,puzzle
40.29,62.21,104.92,10828,1,clot
40.75,15.00,12.00,21,1,stress ball
40.00,20.00,12.00,20,1,pizza beer
40.00,20.00,12.00,20,1,pizza chicken
40.00,20.00,12.00,20,1,can good
40.32,-15.20,6.92,905,0,garlic
40.00,20.00,12.00,20,1,online shopping online delivery
39.94,-30.00,11.83,23,0,porn site
40.28,23.17,14.33,721,1,cheesecake
40.00,20.00,12.00,20,1,phone laptop
40.00,20.00,12.00,20,1,wellness center farm
40.36,28.33,12.08,274,1,video game
40.40,220.00,11.92,26,1,slurpee
40.35,46.09,12.58,375,1,online shopping
40.28,570.00,12.75,145,1,bookstore
40.00,20.00,12.00,20,1,raffle lottery
40.84,15.00,12.08,79,1,cake shop
40.00,20.00,12.00,20,1,motorcycle shop
40.00,20.00,12.00,20,1,massage center
40.00,20.00,12.00,20,1,online shipping
40.44,70.48,19.33,2414,1,cafe
40.41,-5.00,11.75,38,0,toothpaste
40.00,420.00,11.92,165,1,thermometer
40.27,141.88,15.42,1017,1,belt
40.22,220.00,11.92,27,1,hair product
40.12,14.39,-36.67,6245,0,online class
40.00,20.00,12.00,20,1,pizza lasagna
40.00,20.00,12.00,20,1,toiletry
40.00,20.00,12.00,20,1,modem router christmas gift
39.73,20.00,12.00,20,1,music playlist
40.64,-46.67,11.75,23,0,online delivery
40.29,34.48,33.00,14592,1,movie
40.09,-78.17,-37.42,4701,0,tv series
40.27,-13.08,-22.83,12111,0,disco
40.00,20.00,12.00,20,1,video game phone
40.00,20.00,12.00,20,1,camera film studio
40.00,20.00,12.00,20,1,chocolate milk sandwich
40.00,20.00,12.00,20,1,camera phone
40.29,520.00,12.42,32,1,beach resort
40.00,20.00,12.00,20,1,fabric online payment
40.00,20.00,12.00,20,1,date application
40.62,120.00,12.00,28,1,stuff toy
40.24,-0.73,7.25,1351,0,cellphone
40.00,20.00,12.00,20,1,weather tracker
40.34,10.00,11.67,84,0,online selling
40.00,20.00,12.00,20,1,temper glass
40.26,1.17,-56.00,20099,0,school
40.12,-44.66,29.00,2893,0,pension
40.42,0.46,10.75,935,0,dessert
40.43,70.00,12.00,82,1,hot spring
40.00,20.00,12.00,20,1,head covering
39.67,20.00,12.25,22,1,online booking
40.29,105.94,12.08,1215,1,clothing
40.16,42.50,10.75,705,1,scholarship
40.00,20.00,12.00,20,1,voting application
40.29,-30.00,13.17,114,0,streaming service
40.29,279.47,12.75,7144,1,session
40.03,20.00,12.00,147,1,musical instrument
40.39,-30.00,11.83,45,0,gym equipment
40.35,320.00,12.00,108,1,rice cake
40.39,-8.19,20.33,15965,0,concert
40.24,-68.67,-23.75,2878,0,airline
40.42,20.00,12.00,20,1,café
40.09,129.09,11.75,425,1,chicken wing
40.00,20.00,12.00,20,1,chocolate butternut
40.00,20.00,12.00,20,1,recording room
40.00,20.00,12.00,20,1,beach club
40.00,20.00,12.00,20,1,macro adapter
40.21,-51.57,-62.92,5113,0,contract
40.12,-32.38,10.67,957,0,motorcycle
39.93,-80.00,11.92,328,0,health agency
40.05,-80.00,12.08,28,0,alcoholic beverage
40.18,70.00,12.75,67,1,waffle
40.00,20.00,12.00,24,1,moral recovery program
40.12,-60.43,900.25,62140,0,vaccine
40.09,120.00,11.92,23,1,internet service provider
39.93,15.00,12.00,42,1,recovery program
40.29,-49.70,-93.42,13935,0,sport
40.37,40.75,18.75,9878,1,cake
40.37,415.65,12.83,2044,1,pageant
40.28,47.20,19.75,2313,1,restaurant
40.39,18.37,6.25,2080,1,makeup
40.04,1120.00,12.00,35,1,health program
40.00,20.00,12.00,20,1,disco bar
40.44,21.51,8.42,3607,1,delivery
40.50,50.63,6.25,1655,1,webinar
